"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"60-2689-3",60,2689,0,3,"Acanthephyra curtirostris","proteinPAFDW","39.85","percent","numeric","",NA,4.17193000900063,2,"",NA,NA,NA,NA,NA,NA,"California Current; Gulf of Mexico",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Childress1974; Donnelly1993","Torres2022","","","urn:lsid:marinespecies.org:taxname:107579","Acanthephyra curtirostris Wood-Mason in Wood-Mason & Alcock, 1891","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"60-2689-1; 60-2689-2",NA,NA
"60-2921-3",60,2921,0,3,"Pasiphaea scotiae","proteinPAFDW","25.7","percent","numeric","",NA,7.21248916810278,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:369211","Pasiphaea scotiae (Stebbing, 1914)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"60-2921-1; 60-2921-2",NA,NA
"60-3025-3",60,3025,0,3,"Euphausia superba","proteinPAFDW","47.6","percent","numeric","",NA,1.13137084989848,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:236217","Euphausia superba Dana, 1850","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"60-3025-1; 60-3025-2",NA,NA
"55-2689-3",55,2689,0,3,"Acanthephyra curtirostris","lipidPAFDW","25.6","percent","numeric","",NA,14.8492424049175,2,"",NA,NA,NA,NA,NA,NA,"California Current; Gulf of Mexico",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Childress1974; Donnelly1993","Torres2022","","","urn:lsid:marinespecies.org:taxname:107579","Acanthephyra curtirostris Wood-Mason in Wood-Mason & Alcock, 1891","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"55-2689-1; 55-2689-2",NA,NA
"55-2921-3",55,2921,0,3,"Pasiphaea scotiae","lipidPAFDW","44.4","percent","numeric","",NA,5.23259018078045,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:369211","Pasiphaea scotiae (Stebbing, 1914)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"55-2921-1; 55-2921-2",NA,NA
"55-3025-3",55,3025,0,3,"Euphausia superba","lipidPAFDW","17.75","percent","numeric","",NA,2.89913780286485,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:236217","Euphausia superba Dana, 1850","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"55-3025-1; 55-3025-2",NA,NA
"55-3055-3",55,3055,0,3,"Thysanoessa macrura","lipidPAFDW","28.1","percent","numeric","",NA,3.81837661840736,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:236219","Thysanoessa macrura G.O. Sars, 1883","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Euphausiid","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"55-3055-1; 55-3055-2",NA,NA
"73-2689-3",73,2689,0,3,"Acanthephyra curtirostris","energyDensityAFDW","19.33820118","J mg AFDW^-1","numeric","",NA,3.33857239501879,2,"",NA,NA,NA,NA,NA,NA,"California Current; Gulf of Mexico",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Childress1974; Donnelly1993","Torres2022","","","urn:lsid:marinespecies.org:taxname:107579","Acanthephyra curtirostris Wood-Mason in Wood-Mason & Alcock, 1891","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"73-2689-1; 73-2689-2",NA,NA
"73-2921-3",73,2921,0,3,"Pasiphaea scotiae","energyDensityAFDW","22.99662702","J mg AFDW^-1","numeric","",NA,3.7477155226162,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:369211","Pasiphaea scotiae (Stebbing, 1914)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Decapod","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"73-2921-1; 73-2921-2",NA,NA
"73-3025-3",73,3025,0,3,"Euphausia superba","energyDensityAFDW","18.64423908","J mg AFDW^-1","numeric","",NA,0.701641977138824,2,"",NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA,"0.45 x 0.60; 0.79 x 0.52; 1.74 x 2.93; 1.8-2 mm; 13 mm individual; 15 cm individual; 2 cm individual; 35 mm body length; 4.5 mm individual; 4.6 x 2.6; 45 mm body length; 52 mm body length; 55 mm body length; 6-10 mm shell diameter; 77 mm body length; as life span in months (converted by x30 days); Associated dry mass value is midpoint of min and max values.; austral summer; Calculated from carbonPDW and dryWeight; Calculated from nitrogenPDW and dryWeight; Calculated from phosphorusPDW and dryWeight; calculated weight specific value from associated size value; corrected with assumed residual water of 11.7% of DW; days from instar 3; Dec-Feb off Antarctica; Dec-Jan off Antarctica; Eggs per individual; Fall; Female average of instar 15-19; Female is average of Instars 15-19; From sizeAssoc; In situ incubation; Jan-Nov in Scottish waters; maximum length = 11-26; maximum length = 7-8; Nov-May off southern Norway; number of eggs deposited by females; number of eggs in brood; Number of eggs produces by C. limacina; One year at Korsfjorden, Norway; predicted time to grow to maximum reported size; predicted time to grow to reproductive size; Proportion indigestible = 0.0744; Proportion indigestible = 0.085; Proportion indigestible = 0.0886; Proportion indigestible = 0.0966; Proportion indigestible = 0.1018; Proportion indigestible = 0.1094; Proportion indigestible = 0.1125; Proportion indigestible = 0.1127; Proportion indigestible = 0.1204; Proportion indigestible = 0.1541; Reported as g-1 WW; reported in months; Sampled from June-July; Sept at Gulf of Aden; shell length number of eggs deposited by females; Shipboard incubation; size group 1; size group 2; size group 3; size group 4; size group 5; taxon level average; Temp reporedted as to 5.2 degC; Temp reported as 13.5 to 19.5deg C; Temp reported as 21 to 28deg C; Temp reported as 23 to 29deg C; Temp reported as 25-29deg C; Temp reported as 5 to 6deg C; Temp reported as 5.0-6.0deg C; Temp reported as 9 to 12deg C; Trait value merged from multiple records.; traitValueN 9-68; traitValueN is 2-3; traitValueN is 3-4; traitValueN is 8-9; Value calculated from duration in years; value is midpoint of min and max; value temperature standardized with Q10 = 1.55; value temperature standardized with Q10 = 2.0; value temperature standardized with Q10 = 2.8; values calculated from wet mass and carbon mass from Kiorboe 2013; veliger to maximum size; veliger to metamorphosis; veliger to sexual maturity; Winter","Donnelly2004; Torres1994b","Torres2022","","","urn:lsid:marinespecies.org:taxname:236217","Euphausia superba Dana, 1850","Species","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Euphausia","Euphausiid","literature","","P. Pata","2023-06-28",3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,"73-3025-1; 73-3025-2",NA,NA
